Racc_inv,kt,eps_t,tc,bc,CO2ppm,RH,tw,bw,pSR,theta_xc,T_K
1.61350119234372e-10,1.27808665578572,1.03910197638976e-11,1.00231865355124,-0.561790117868072,394.878163466395,78.2950943973408,0.139426140750812,0.555011396592555,0.0672504826518967,1.46420362488868,283.25
7.50733027388284e-11,1.46505252745016,8.95003730190961e-12,1.00462476388539,-0.562795554119975,396.715669351435,77.9016338903992,0.154930757805282,0.784799800128827,0.199770702295265,1.34824185850579,283.25
1.45770470122611e-10,1.90402679682031,8.33645284367051e-12,2.23535438690932,-0.557261468738865,391.002201019228,73.0759767451203,0.176367050370192,0.610446003942844,0.066586475223157,1.3786800287387,283.25
1.54978902205501e-10,1.03996385765745,1.03451496466519e-11,1.20669452014487,-0.581652387019773,388.664147428474,72.242707933486,0.148487528057761,0.781863419516968,0.193222168020364,1.22196666609009,283.25
1.19401250180955e-10,1.38065147539533,8.85951615649911e-12,1.07414951923643,-0.56395021084621,396.504117886145,74.3816464488702,0.12958186577672,0.777995940695075,0.231170805749934,1.25376245056939,283.25
1.57040555647677e-10,1.84722968432368,7.79246171406696e-12,2.50162618913374,-0.548494100170805,389.28631251922,73.379746104702,0.167824073889072,0.827778513789636,0.0626483505901875,1.38293797375471,283.25
1.94815958213051e-10,1.30032578255253,1.0368065957335e-11,1.64819786384175,-0.564727871571278,392.781908185795,71.4702294742405,0.166680674458108,0.642718315068857,0.0715497264978495,1.10931236842808,283.25
9.52424100063285e-11,1.41328633137547,8.78796671677548e-12,1.00097237752797,-0.570540525442033,396.097753806416,76.7232498994758,0.146341914756274,0.630746261568047,0.196729552086785,1.37560384595372,283.25
1.16114020268644e-10,1.26237070563537,1.06373673603703e-11,1.01113186457986,-0.568825982201166,390.409982642986,75.2591861479998,0.152578347883347,0.544259036945464,0.0731897497325126,1.32458363999983,283.25
2.0132987442046e-10,1.83234818186402,1.08018764815959e-11,1.51642982689756,-0.583772296810418,394.112865548474,74.1238470915963,0.152233354274789,0.486757624689777,0.20017432621323,1.3135611833851,283.25
2.44359826277924e-10,1.24247385127112,8.84189060028345e-12,1.00397042484498,-0.591686507472906,395.096763430979,75.3039556252928,0.16119700613757,0.652976532560304,0.207984624841725,1.00642442893747,283.25
1.83470754649469e-10,1.61107686875283,9.7051438675032e-12,1.39438922353378,-0.592637238333482,386.222538169351,71.3113423820168,0.16362916422691,0.55401868218191,0.0952344966996888,0.821393123020208,283.25
2.65159233788777e-10,1.26919762961892,1.00735646199997e-11,1.00122315545998,-0.587362976906166,393.500430153618,76.6734051726923,0.156992972837573,0.688807632532439,0.182501017906318,1.06854613608164,283.25
2.15442878085665e-10,1.34864944866883,1.22134502508043e-11,1.45133171176137,-0.571769107394835,398.905770579024,76.2360921011485,0.170800712110948,0.56418648885435,0.213542397257542,1.1671432083839,283.25
8.86136443938704e-11,1.59679618234642,1.15995683327366e-11,1.21962684182035,-0.60291216986506,391.941309285835,71.5639613729366,0.163652716849813,0.860245414649072,0.187321525352434,1.38990048145286,283.25
1.85831889756994e-10,1.47589564112686,1.14999562696272e-11,1.21987901824468,-0.564585777845581,393.688456488582,76.0716021864435,0.176718600815934,0.891658975585801,0.135041021260331,1.16319984768769,283.25
1.91845253966646e-10,1.55476390865271,1.12138795901936e-11,1.01163187408328,-0.588727759622185,393.88537300201,77.6672415057734,0.149965937568358,0.497833312132622,0.200837438665069,1.24410097404467,283.25
2.08222046729439e-10,1.27793001138834,1.17467414178967e-11,1.02851749544334,-0.56121873715859,397.377437407747,78.4661414299543,0.15116855499899,0.532087547604627,0.090590811904763,1.29623485680258,283.25
2.39284447898166e-10,1.0740140541671,9.90525472238579e-12,1.00457517783675,-0.573492437945193,392.150748742827,73.9285011781235,0.152499950974923,0.680729691032149,0.214488479195908,1.11420532478402,283.25
1.30906273869359e-10,1.10835834644014,9.97346153818153e-12,1.23661009335311,-0.565807923132345,394.079014379075,74.2762200419114,0.167773631811548,0.68280532479627,0.21685381868391,1.45215207035752,283.25
